0.051008,0.16086,0
-0.74807,0.08904,0
-0.77293,0.26317,0
0.21837,0.12706,0
0.37268,0.49656,0
-0.62932,0.63202,0
-0.43307,0.14479,0
-0.84152,-0.19131,0
0.47526,0.22484,0
0.32083,0.32721,0
0.32061,0.33408,0
-0.89077,0.41169,0
0.1785,0.44691,0
0.31558,0.38853,0
0.55777,0.47273,0
0.031919,0.01223,0
0.25091,0.30717,0
0.23572,0.22494,0
-0.072362,0.33377,0
0.5044,0.080546,0
-0.63223,0.44552,0
-0.76785,0.23615,0
-0.70018,0.21039,0
-0.64713,0.15921,0
-0.76739,0.09259,0
-0.51789,0.032881,0
0.17517,0.34535,0
-0.68031,0.47612,0
0.015952,0.32168,0
-0.71481,0.51421,0
0.078379,0.32285,0
-0.80872,0.47037,0
-0.84211,0.092942,0
-0.98592,0.48309,0
0.29104,0.34276,0
0.24322,0.51488,0
-0.60104,0.050601,0
-1.2465,0.45923,0
-0.82769,0.36187,0
-0.62117,-0.10912,0
-0.70584,0.65908,0
0.067189,0.60575,0
0.30505,0.47418,0
0.60788,0.39362,0
-0.78937,0.17592,0
-0.53123,0.42653,0
0.25202,0.1703,0
-0.5788,0.26554,0
-0.83177,0.54447,0
-0.69859,0.38567,0
-0.73643,0.11858,0
-0.93496,0.11371,0
0.43959,0.41431,0
-0.54691,0.24956,0
-0.084056,0.36521,0
0.32211,0.69087,0
0.10765,0.57947,0
-0.71864,0.25646,0
-0.87878,0.45065,0
-0.69846,0.95054,0
0.39757,0.1181,0
-0.50451,0.57196,0
0.25024,0.39784,0
0.61709,0.10186,0
0.31833,0.087906,0
-0.57453,0.18624,0
0.097619,0.55177,0
0.48449,0.35373,0
0.52401,0.46617,0
-0.78138,-0.075347,0
-0.49705,0.59948,0
-0.96985,0.46625,0
0.43541,0.12192,0
-0.67942,0.30754,0
-0.62529,0.07099,0
-0.023181,0.40443,0
0.232,0.71067,0
0.093844,0.46674,0
0.14234,0.17899,0
-0.61686,0.25508,0
0.23636,0.51544,0
0.38914,0.4043,0
-0.95179,-0.037722,0
0.24088,0.71949,0
0.12446,0.45179,0
-0.60566,0.26906,0
-0.71397,0.30872,0
0.31008,0.34675,0
0.18019,0.46205,0
-0.42664,0.64723,0
0.061432,0.32491,0
0.07737,0.32183,0
