0.42815,0.13446,0
-0.80251,0.66879,0
0.40143,0.42516,0
0.37085,0.26407,0
-0.80775,0.41486,0
0.50164,0.23935,0
0.58238,0.22843,0
-0.59136,0.3023,0
-0.87037,0.26941,0
-0.72087,0.19677,0
0.27778,0.21792,0
0.33241,0.2735,0
-0.14092,0.39247,0
-0.5976,0.1479,0
-0.85582,0.14514,0
-0.88912,0.26896,0
0.21346,0.43612,0
-0.53468,0.57901,0
0.31687,0.39706,0
-0.68122,0.042098,0
-0.97586,0.45965,0
0.41457,0.27141,0
0.32751,0.3678,0
-0.93209,0.09362,0
0.58395,0.47147,0
-0.44437,0.2301,0
0.29109,0.19366,0
-0.51081,0.41496,0
-0.96598,0.17931,0
0.18741,0.29747,0
0.17965,0.45175,0
-0.7269,0.35728,0
-0.5434,0.41012,0
-0.59823,0.98701,1
-0.20195,0.62102,1
0.47146,0.48221,1
-0.09822,0.58756,1
-0.35658,0.6371,1
0.63881,0.42112,1
0.62981,0.28146,1
-0.46223,0.61661,1
-0.073316,0.55822,1
-0.55406,0.51253,1
-0.43762,0.87812,1
-0.22238,0.88851,1
0.093462,0.6731,1
0.53175,0.54373,1
0.40208,0.51638,1
0.47555,0.65056,1
-0.23383,0.63643,1
-0.31579,0.75031,1
-0.47352,0.63854,1
0.59239,0.89257,1
-0.22605,0.79789,1
-0.43995,0.52099,1
-0.54645,0.74577,1
0.46404,0.51065,1
-0.15194,0.81218,1
0.48536,0.82018,1
0.34726,0.70814,1
0.43897,0.62817,1
-0.21416,0.64364,1
0.5738,0.63713,1
0.38717,0.58578,1
0.32038,0.53529,1
-0.20781,0.65132,1
-0.18651,0.81755,1
0.24753,0.39082,1
0.6605,0.89919,1
-0.28659,0.73376,1
-0.32588,0.39866,1
-0.25205,0.67358,1
0.37259,0.49786,1
-0.29097,1.0437,1
-0.3047,0.86858,1
-0.2139,1.0932,1
-0.3683,0.7564,1
-0.46928,0.88775,1
0.3935,0.77975,1
-0.4564,0.80523,1
0.51128,0.76606,1
0.2255,0.46451,1
0.01463,0.40191,1
-0.19173,0.80943,1
0.38323,0.75602,1
0.49792,0.61334,1
0.35335,0.77324,1
-0.34723,0.70178,1
0.5838,0.76358,1
-0.13728,0.71246,1
0.38827,0.44977,1
-0.53173,0.61934,1
-0.11685,0.87851,1
0.54336,0.41175,1
-0.45399,0.66513,1
-0.21913,0.83485,1
0.30486,0.98029,1
0.65677,0.75766,1
0.6142,0.75039,1
-0.4581,0.77969,1
-0.21617,0.88626,1
-0.26016,0.81009,1
0.31885,0.84518,1
-0.23727,0.80179,1
0.5831,0.7771,1
0.028413,0.75793,1
-0.4184,0.68041,1
0.67413,0.60245,1
-0.25278,0.70526,1
0.5161,0.62092,1
0.20392,0.91641,1
-0.17207,1.0088,1
0.27275,0.29347,1
0.076348,0.56222,1
-0.36653,0.64831,1
0.44291,0.80088,1
-0.19976,0.54295,1
-0.54076,0.65293,1
-0.070603,1.003,1
0.50715,0.35046,1
-0.060486,0.62983,1
0.21533,0.6026,1
0.46809,0.87182,1
-0.29889,0.7367,1
0.8613,0.47289,1
0.70121,0.74573,1
-0.11343,0.60067,1
0.31234,0.90756,1
-0.12173,0.84113,1
0.36868,0.37053,1
0.57311,0.4095,1
-0.25841,0.67192,1
0.30937,0.50823,1
0.43319,0.77017,1
-0.30448,0.5782,1
0.44276,0.58023,1
-0.19442,0.89877,1
-0.061052,0.74185,1
0.076193,0.35386,1
0.85827,0.9582,1
0.37039,0.72342,1
0.51482,0.76204,1
0.43128,0.54259,1
0.42286,0.65242,1
0.29815,0.93454,1
0.37128,0.70089,1
-0.51529,0.76473,1
0.38526,0.65528,1
-0.34825,0.5053,1
0.68511,0.78067,1
-0.36529,0.45703,1
-0.40904,0.7423,1
0.43574,0.4469,1
0.26888,0.44559,1
-0.49255,1.0144,1
0.07616,0.63795,1
0.49226,0.46876,1
-0.4025,0.71301,1
